,bhk,type,area,region,Price_in_Lakhs
856,1,Apartment,565.0,Bhayandar East,80.0
857,1,Apartment,404.0,Bhayandar East,61.12
858,2,Apartment,630.0,Bhayandar East,109.0
859,1,Apartment,425.0,Bhayandar East,66.7
860,1,Apartment,400.0,Bhayandar East,66.7
861,2,Apartment,600.0,Bhayandar East,104.0
862,2,Apartment,630.0,Bhayandar East,109.0
863,1,Apartment,425.0,Bhayandar East,71.18
864,2,Apartment,600.0,Bhayandar East,104.0
865,1,Apartment,400.0,Bhayandar East,66.7
874,1,Apartment,550.0,Bhayandar East,79.5
875,1,Apartment,550.0,Bhayandar East,81.0
876,2,Apartment,630.0,Bhayandar East,125.0
877,1,Apartment,507.0,Bhayandar East,95.0
878,3,Apartment,962.0,Bhayandar East,195.0
879,1,Apartment,507.0,Bhayandar East,95.0
880,1,Apartment,507.0,Bhayandar East,95.0
881,3,Apartment,961.0,Bhayandar East,195.0
882,2,Apartment,630.0,Bhayandar East,125.0
883,1,Apartment,507.0,Bhayandar East,95.0
884,3,Apartment,962.0,Bhayandar East,195.0
885,2,Apartment,630.0,Bhayandar East,125.0
886,1,Apartment,408.0,Bhayandar East,76.0
887,1,Apartment,383.0,Bhayandar East,72.0
888,1,Apartment,685.0,Bhayandar East,100.0
889,2,Apartment,945.0,Bhayandar East,160.0
890,3,Apartment,1605.0,Bhayandar East,280.0
891,2,Apartment,855.0,Bhayandar East,138.0
893,2,Apartment,1012.0,Bhayandar East,175.0
894,2,Apartment,998.0,Bhayandar East,165.0
895,2,Apartment,1025.0,Bhayandar East,160.0
897,2,Apartment,925.0,Bhayandar East,165.0
900,1,Apartment,480.0,Bhayandar East,65.0
901,1,Apartment,480.0,Bhayandar East,65.0
903,3,Apartment,1685.0,Bhayandar East,295.0
905,1,Apartment,500.0,Bhayandar East,70.0
906,1,Apartment,500.0,Bhayandar East,70.0
908,1,Apartment,404.0,Bhayandar East,61.12
909,1,Apartment,900.0,Bhayandar East,180.0
910,1,Apartment,734.0,Bhayandar West,95.0
911,2,Apartment,1150.0,Bhayandar West,150.0
912,3,Apartment,1450.0,Bhayandar West,200.0
913,3,Apartment,1650.0,Bhayandar West,225.0
914,1,Apartment,535.0,Bhayandar West,68.0
915,1,Apartment,535.0,Bhayandar West,68.0
916,2,Apartment,840.0,Bhayandar West,114.0
917,1,Apartment,535.0,Bhayandar West,68.0
918,1,Apartment,735.0,Bhayandar West,92.0
919,1,Apartment,535.0,Bhayandar West,75.0
920,2,Apartment,1050.0,Bhayandar West,150.0
921,1,Apartment,535.0,Bhayandar West,67.0
922,1,Apartment,479.0,Bhiwandi,46.99
923,1,Apartment,432.0,Bhiwandi,43.0
924,1,Apartment,579.0,Bhiwandi,57.0
925,2,Apartment,1100.0,Bhiwandi,190.0
926,1,Apartment,436.0,Bhiwandi,42.03
927,1,Apartment,435.0,Bhiwandi,42.03
928,2,Apartment,631.0,Bhiwandi,63.78
930,1,Apartment,430.0,Bhiwandi,41.5
931,1,Apartment,431.0,Bhiwandi,41.5
932,1,Apartment,600.0,Bhiwandi,58.0
933,2,Apartment,758.0,Bhiwandi,75.77
935,2,Apartment,677.0,Bhiwandi,67.69
936,2,Apartment,638.0,Bhiwandi,63.82
941,2,Apartment,794.0,Bhiwandi,79.37
943,1,Apartment,305.0,Bhiwandi,33.49
944,1,Apartment,348.0,Bhiwandi,38.22
945,3,Villa,3116.0,Bhiwandi,367.0
947,4,Villa,4050.0,Bhiwandi,501.0
948,3,Villa,4091.0,Bhiwandi,488.0
949,1,Apartment,441.0,Bhiwandi,43.0
950,1,Apartment,396.0,Bhiwandi,42.0
951,1,Apartment,396.0,Bhiwandi,42.0
953,1,Apartment,436.0,Bhiwandi,39.35
954,1,Apartment,435.0,Bhiwandi,39.26
955,1,Apartment,436.0,Bhiwandi,39.35
956,2,Apartment,631.0,Bhiwandi,70.63
957,1,Apartment,435.0,Bhiwandi,39.26
958,2,Apartment,631.0,Bhiwandi,70.63
959,2,Apartment,602.0,Bhiwandi,67.38
960,1,Apartment,430.0,Bhiwandi,38.81
961,1,Apartment,431.0,Bhiwandi,38.9
962,1,Apartment,415.0,Bhiwandi,49.04
963,1,Apartment,356.0,Bhiwandi,41.99
964,2,Apartment,677.0,Bhiwandi,73.04
966,2,Apartment,617.0,Bhiwandi,60.68
967,1,Apartment,597.0,Bhiwandi,51.79
969,1,Apartment,432.0,Bhiwandi,39.65
972,1,Apartment,432.0,Bhiwandi,43.0
973,1,Apartment,367.0,Bhiwandi,43.0
974,2,Apartment,612.0,Bhiwandi,65.0
975,1,Apartment,479.0,Bhiwandi,46.99
976,1,Apartment,432.0,Bhiwandi,43.0
977,1,Apartment,579.0,Bhiwandi,57.0
979,1,Apartment,513.0,Bhiwandi,45.21
982,1,Apartment,495.0,Bhiwandi,45.0
984,1,Apartment,466.0,Bhiwandi,40.47
985,1,Apartment,436.0,Bhiwandi,42.03
986,1,Apartment,435.0,Bhiwandi,42.03
987,2,Apartment,631.0,Bhiwandi,63.78
989,1,Apartment,430.0,Bhiwandi,41.5
990,1,Apartment,431.0,Bhiwandi,41.5
992,1,Apartment,597.0,Bhiwandi,51.79
993,2,Apartment,677.0,Bhiwandi,73.04
995,2,Apartment,617.0,Bhiwandi,60.68
996,1,Apartment,479.0,Bhiwandi,46.99
997,1,Apartment,432.0,Bhiwandi,43.0
998,1,Apartment,579.0,Bhiwandi,57.0
999,1,Apartment,513.0,Bhiwandi,45.21
1000,3,Villa,1800.0,Bhiwandi,259.0
1002,1,Apartment,436.0,Bhiwandi,42.03
1003,1,Apartment,435.0,Bhiwandi,42.03
1004,2,Apartment,631.0,Bhiwandi,63.78
1006,1,Apartment,430.0,Bhiwandi,41.5
1007,1,Apartment,431.0,Bhiwandi,41.5
1008,1,Apartment,415.0,Bhiwandi,49.04
1009,1,Apartment,356.0,Bhiwandi,41.99
1010,1,Apartment,479.0,Bhiwandi,46.99
1011,1,Apartment,479.0,Bhiwandi,46.99
1012,1,Apartment,432.0,Bhiwandi,43.0
1013,1,Apartment,432.0,Bhiwandi,43.0
1014,1,Apartment,579.0,Bhiwandi,57.0
1015,1,Apartment,579.0,Bhiwandi,57.0
1016,5,Villa,2921.0,Boisar,199.0
1017,5,Villa,2921.0,Boisar,199.0
1018,3,Villa,2187.0,Boisar,149.0
1019,3,Villa,2187.0,Boisar,149.0
1020,3,Apartment,1035.0,Boisar,50.0
1021,1,Apartment,550.0,Boisar,26.0
1022,1,Apartment,482.0,Boisar,74.0
1023,1,Apartment,450.0,Boisar,23.05
1024,2,Apartment,1450.0,Boisar,90.0
1025,3,Apartment,1780.0,Borivali,470.0
1027,3,Apartment,1287.0,Borivali East,420.0
1028,4,Apartment,2200.0,Borivali East,650.0
1029,4,Apartment,2200.0,Borivali East,650.0
1030,3,Apartment,1208.0,Borivali East,338.0
1031,3,Apartment,1076.0,Borivali East,301.0
1032,3,Apartment,999.0,Borivali East,279.0
1033,3,Apartment,1002.0,Borivali East,280.0
1034,3,Apartment,1235.0,Borivali East,345.0
1035,3,Apartment,1162.0,Borivali East,325.0
1036,3,Apartment,1129.0,Borivali East,316.0
1037,2,Apartment,889.0,Borivali East,248.0
1038,3,Apartment,998.0,Borivali East,279.0
1039,2,Apartment,715.0,Borivali East,200.0
1040,2,Apartment,747.0,Borivali East,209.0
1042,2,Apartment,800.0,Borivali East,245.0
1046,2,Apartment,632.0,Borivali East,192.0
1047,2,Apartment,624.0,Borivali East,190.0
1048,1,Apartment,435.0,Borivali East,134.0
1049,1,Apartment,426.0,Borivali East,132.0
1050,1,Apartment,418.0,Borivali East,130.0
1051,2,Apartment,650.0,Borivali East,197.0
1052,2,Apartment,618.0,Borivali East,188.0
1053,1,Apartment,410.0,Borivali East,110.0
1054,2,Apartment,610.0,Borivali East,163.0
1055,2,Apartment,650.0,Borivali East,173.0
1056,1,Apartment,454.0,Borivali East,123.0
1057,1,Apartment,671.0,Borivali East,171.0
1059,1,Apartment,500.0,Borivali East,133.0
1064,1,Apartment,500.0,Borivali East,133.0
1065,1,Apartment,450.0,Borivali East,112.0
1066,1,Apartment,450.0,Borivali East,111.0
1067,1,Apartment,400.0,Borivali East,104.0
1068,1,Apartment,710.0,Borivali East,178.0
1070,1,Apartment,450.0,Borivali East,120.0
1073,1,Apartment,500.0,Borivali East,125.0
1075,3,Apartment,1704.0,Borivali East,472.0
1076,2,Apartment,935.0,Borivali East,267.0
1077,2,Apartment,610.0,Borivali East,163.0
1078,1,Apartment,450.0,Borivali East,120.0
1079,1,Apartment,410.0,Borivali East,110.0
1081,2,Apartment,610.0,Borivali East,163.0
1082,1,Apartment,450.0,Borivali East,120.0
1083,1,Apartment,410.0,Borivali East,110.0
1084,2,Apartment,650.0,Borivali East,173.0
1087,2,Apartment,610.0,Borivali East,163.0
1088,1,Apartment,450.0,Borivali East,120.0
1089,1,Apartment,410.0,Borivali East,110.0
1094,1,Apartment,462.0,Borivali East,120.0
1095,1,Apartment,462.0,Borivali East,120.0
1096,1,Apartment,412.0,Borivali East,107.0
1097,1,Apartment,412.0,Borivali East,107.0
1098,1,Apartment,466.0,Borivali East,121.0
1099,1,Apartment,466.0,Borivali East,121.0
1100,1,Apartment,408.0,Borivali East,106.0
1101,1,Apartment,408.0,Borivali East,106.0
1103,6,Apartment,2280.0,Borivali East,640.0
1104,6,Apartment,2440.0,Borivali East,700.0
1105,2,Apartment,624.0,Borivali East,165.0
1106,4,Apartment,1860.0,Borivali East,554.0
1107,3,Apartment,1365.0,Borivali East,426.0
1108,4,Apartment,2231.0,Borivali East,713.0
1109,4,Apartment,2231.0,Borivali East,646.0
1110,3,Apartment,1357.0,Borivali East,457.0
1111,3,Apartment,1357.0,Borivali East,447.0
1112,3,Apartment,1357.0,Borivali East,417.0
1113,3,Apartment,1365.0,Borivali East,426.0
1114,3,Apartment,1315.0,Borivali East,358.0
1125,3,Apartment,1132.0,Borivali East,371.0
1126,3,Apartment,1315.0,Borivali East,358.0
1127,2,Apartment,640.0,Borivali East,186.0
1128,2,Apartment,702.0,Borivali East,202.0
1129,2,Apartment,745.0,Borivali East,214.0
1130,2,Apartment,618.0,Borivali East,165.0
1132,3,Apartment,1208.0,Borivali East,338.0
1133,3,Apartment,1076.0,Borivali East,301.0
1134,3,Apartment,999.0,Borivali East,279.0
1135,3,Apartment,1002.0,Borivali East,280.0
1136,3,Apartment,1235.0,Borivali East,345.0
1137,3,Apartment,1162.0,Borivali East,325.0
1138,3,Apartment,1129.0,Borivali East,316.0
1139,2,Apartment,889.0,Borivali East,248.0
1140,3,Apartment,998.0,Borivali East,279.0
1141,2,Apartment,715.0,Borivali East,200.0
1142,2,Apartment,747.0,Borivali East,209.0
1147,3,Apartment,1250.0,Borivali East,360.0
1150,2,Apartment,756.0,Borivali East,206.0
1151,2,Apartment,756.0,Borivali East,206.0
1152,1,Apartment,410.0,Borivali East,110.0
1153,1,Apartment,450.0,Borivali East,120.0
1154,2,Apartment,610.0,Borivali East,163.0
1157,3,Apartment,1400.0,Borivali East,400.0
1160,4,Apartment,1900.0,Borivali East,550.0
1161,4,Apartment,1900.0,Borivali East,550.0
1162,1,Apartment,418.0,Borivali East,106.0
1166,2,Apartment,946.0,Borivali East,280.0
1167,3,Apartment,1200.0,Borivali East,365.0
1168,4,Apartment,1620.0,Borivali East,500.0
1169,1,Apartment,419.0,Borivali East,108.0
1170,1,Apartment,419.0,Borivali East,108.0
1171,1,Apartment,419.0,Borivali East,108.0
1172,1,Apartment,419.0,Borivali East,108.0
1173,2,Apartment,691.0,Borivali East,194.0
1174,2,Apartment,691.0,Borivali East,194.0
1175,1,Apartment,390.0,Borivali East,114.0
1176,1,Apartment,350.0,Borivali East,87.0
1177,1,Apartment,431.0,Borivali East,114.0
1178,1,Apartment,462.0,Borivali East,120.0
1179,1,Apartment,462.0,Borivali East,120.0
1180,1,Apartment,412.0,Borivali East,107.0
1181,1,Apartment,412.0,Borivali East,107.0
1182,1,Apartment,466.0,Borivali East,121.0
1183,1,Apartment,466.0,Borivali East,121.0
1184,1,Apartment,408.0,Borivali East,106.0
1185,1,Apartment,408.0,Borivali East,106.0
1186,2,Apartment,781.0,Borivali East,235.0
1187,3,Apartment,1208.0,Borivali East,338.0
1188,3,Apartment,1076.0,Borivali East,301.0
1189,3,Apartment,999.0,Borivali East,279.0
1190,3,Apartment,1002.0,Borivali East,280.0
1191,3,Apartment,1235.0,Borivali East,345.0
1192,3,Apartment,1162.0,Borivali East,325.0
1193,3,Apartment,1129.0,Borivali East,316.0
1194,2,Apartment,889.0,Borivali East,248.0
1195,3,Apartment,998.0,Borivali East,279.0
1196,2,Apartment,715.0,Borivali East,200.0
1197,2,Apartment,747.0,Borivali East,209.0
1198,2,Apartment,610.0,Borivali West,173.0
1199,2,Apartment,610.0,Borivali West,173.0
1200,2,Apartment,610.0,Borivali West,173.0
1201,2,Apartment,610.0,Borivali West,173.0
1202,2,Apartment,611.0,Borivali West,177.0
1203,2,Apartment,636.0,Borivali West,175.0
1204,2,Apartment,611.0,Borivali West,190.0
1205,2,Apartment,710.0,Borivali West,202.0
1206,2,Apartment,651.0,Borivali West,195.0
1207,3,Apartment,904.0,Borivali West,300.0
1208,4,Apartment,1600.0,Borivali West,500.0
1209,4,Apartment,1453.0,Borivali West,450.0
1210,4,Apartment,1453.0,Borivali West,450.0
1213,4,Apartment,1453.0,Borivali West,450.0
1214,4,Apartment,1453.0,Borivali West,450.0
1217,2,Apartment,815.0,Borivali West,260.0
1218,2,Apartment,815.0,Borivali West,260.0
1219,2,Apartment,713.0,Borivali West,227.0
1220,2,Apartment,713.0,Borivali West,227.0
1221,2,Apartment,815.0,Borivali West,260.0
1222,2,Apartment,815.0,Borivali West,260.0
1223,2,Apartment,713.0,Borivali West,227.0
1224,2,Apartment,713.0,Borivali West,227.0
1225,2,Apartment,624.0,Borivali West,250.0
1226,2,Apartment,624.0,Borivali West,250.0
1227,2,Apartment,624.0,Borivali West,250.0
1228,2,Apartment,624.0,Borivali West,250.0
1229,2,Apartment,900.0,Borivali West,260.0
1230,2,Apartment,936.0,Borivali West,275.0
1232,3,Apartment,1056.0,Borivali West,340.0
1236,2,Apartment,600.0,Borivali West,223.0
1240,3,Apartment,1064.0,Borivali West,363.0
1241,2,Apartment,679.0,Borivali West,231.0
1242,2,Apartment,720.0,Borivali West,245.0
1243,2,Apartment,708.0,Borivali West,241.0
1244,2,Apartment,732.0,Borivali West,249.0
1245,2,Apartment,748.0,Borivali West,254.0
1246,3,Apartment,1088.0,Borivali West,371.0
1247,3,Apartment,1114.0,Borivali West,380.0
1248,3,Apartment,1196.0,Borivali West,408.0
1249,4,Apartment,1289.0,Borivali West,438.0
1250,4,Apartment,1400.0,Borivali West,476.0
1251,5,Apartment,2025.0,Borivali West,650.0
1252,3,Apartment,1090.0,Borivali West,360.0
1253,2,Apartment,641.0,Borivali West,212.0
1254,2,Apartment,677.0,Borivali West,220.0
1255,2,Apartment,689.0,Borivali West,227.0
1256,4,Apartment,1284.0,Borivali West,425.0
1258,2,Apartment,739.0,Borivali West,202.0
1260,2,Apartment,711.0,Borivali West,221.0
1261,2,Apartment,711.0,Borivali West,221.0
1262,2,Apartment,711.0,Borivali West,221.0
1263,2,Apartment,732.0,Borivali West,227.0
1264,2,Apartment,760.0,Borivali West,236.0
1265,4,Apartment,1464.0,Borivali West,455.0
1266,4,Apartment,1583.0,Borivali West,491.0
1267,4,Apartment,1600.0,Borivali West,498.0
1268,2,Apartment,739.0,Borivali West,202.0
1270,2,Apartment,711.0,Borivali West,221.0
1271,2,Apartment,732.0,Borivali West,227.0
1272,3,Apartment,1090.0,Borivali West,360.0
1273,2,Apartment,641.0,Borivali West,212.0
1274,2,Apartment,677.0,Borivali West,220.0
1275,2,Apartment,689.0,Borivali West,227.0
1276,4,Apartment,1284.0,Borivali West,425.0
1277,4,Apartment,1366.0,Borivali West,450.0
1278,2,Apartment,1100.0,Borivali West,375.0
1279,2,Apartment,722.0,Borivali West,223.0
1280,1,Apartment,502.0,Borivali West,160.0
1281,1,Apartment,502.0,Borivali West,160.0
1282,1,Apartment,474.0,Borivali West,146.0
1283,2,Apartment,620.0,Borivali West,175.0
1285,4,Apartment,3000.0,Borivali West,950.0
1286,2,Apartment,600.0,Borivali West,165.0
1287,4,Apartment,2544.0,Borivali West,825.0
1288,3,Apartment,1262.0,Borivali West,425.0
1289,2,Apartment,950.0,Borivali West,285.0
1294,2,Apartment,893.0,Borivali West,245.0
1296,4,Apartment,2540.0,Borivali West,800.0
1304,2,Apartment,721.0,Byculla,418.0
1305,2,Apartment,667.0,Byculla,387.0
1306,2,Apartment,635.0,Byculla,369.0
1307,2,Apartment,764.0,Byculla,443.0
1310,2,Apartment,1158.0,Byculla,602.0
1311,2,Apartment,1158.0,Byculla,602.0
1314,2,Apartment,1158.0,Byculla,602.0
1315,2,Apartment,1158.0,Byculla,602.0
1318,2,Apartment,798.0,Byculla,490.0
1322,2,Apartment,764.0,Byculla,484.0
1323,5,Apartment,1800.0,Byculla,1013.0
1324,5,Apartment,2582.0,Byculla,1460.0
1325,6,Apartment,3130.0,Byculla,1743.0
1326,2,Apartment,675.0,Byculla,346.0
1327,2,Apartment,762.0,Byculla,415.0
1328,2,Apartment,798.0,Byculla,450.0
1331,3,Apartment,2162.0,Byculla,1379.0
1334,4,Apartment,3800.0,Byculla,2100.0
1338,2,Apartment,670.0,Byculla,350.0
1339,2,Apartment,798.0,Byculla,450.0
1342,3,Apartment,2162.0,Byculla,1379.0
1345,4,Apartment,3800.0,Byculla,2100.0
1346,4,Apartment,3800.0,Byculla,2100.0
1347,2,Apartment,721.0,Byculla,418.0
1348,2,Apartment,667.0,Byculla,387.0
1349,2,Apartment,635.0,Byculla,369.0
1350,2,Apartment,764.0,Byculla,443.0
1351,2,Apartment,804.0,Byculla,459.0
1353,2,Apartment,772.0,Byculla,441.0
1356,2,Apartment,760.0,Byculla,434.0
1360,2,Apartment,830.0,Byculla,441.0
1361,10,Apartment,6500.0,Chembur,3500.0
1365,3,Apartment,1300.0,Chembur,450.0
1369,8,Apartment,5400.0,Chembur,2700.0
1372,4,Apartment,2709.0,Chembur,1100.0
1373,3,Apartment,2100.0,Chembur,750.0
1374,2,Apartment,704.0,Chembur,240.0
1377,3,Apartment,1650.0,Chembur,640.0
1381,2,Apartment,620.0,Chembur,195.0
1384,4,Apartment,2258.0,Chembur,1090.0
1385,4,Apartment,2258.0,Chembur,1085.0
1386,4,Apartment,2210.0,Chembur,1050.0
1387,4,Apartment,2258.0,Chembur,1100.0
1388,3,Apartment,1405.0,Chembur,680.0
1389,3,Apartment,1405.0,Chembur,700.0
1390,4,Apartment,2258.0,Chembur,1090.0
1391,3,Apartment,1115.0,Chembur,465.0
1392,2,Apartment,842.0,Chembur,356.0
1396,1,Apartment,431.0,Chembur,144.0
1398,2,Apartment,601.0,Chembur,288.0
1399,3,Apartment,1316.0,Chembur,555.0
1400,2,Apartment,763.0,Chembur,250.0
1401,1,Apartment,429.0,Chembur,124.0
1404,3,Apartment,1245.0,Chembur,434.0
1405,3,Apartment,1354.0,Chembur,469.0
1406,1,Apartment,580.0,Chembur,178.0
1408,1,Apartment,438.0,Chembur,134.0
1409,4,Apartment,1800.0,Chembur,850.0
1425,3,Apartment,1115.0,Chembur,465.0
1426,2,Apartment,842.0,Chembur,356.0
1427,3,Apartment,1125.0,Chembur,390.0
1430,3,Apartment,1502.0,Chembur,690.0
1431,3,Apartment,1465.0,Chembur,724.0
1432,3,Apartment,1465.0,Chembur,725.0
1433,3,Apartment,1465.0,Chembur,722.0
1434,3,Apartment,1465.0,Chembur,718.0
1435,3,Apartment,1465.0,Chembur,715.0
1436,3,Apartment,1465.0,Chembur,720.0
1437,3,Apartment,1502.0,Chembur,686.0
1438,3,Apartment,1502.0,Chembur,688.0
1439,3,Apartment,1502.0,Chembur,690.0
1440,3,Apartment,1502.0,Chembur,682.0
1441,3,Apartment,1502.0,Chembur,682.0
1442,3,Apartment,1502.0,Chembur,685.0
1443,3,Apartment,1502.0,Chembur,680.0
1444,3,Apartment,1502.0,Chembur,690.0
1445,3,Apartment,1502.0,Chembur,690.0
1446,5,Apartment,4000.0,Chembur,1600.0
1447,6,Apartment,2520.0,Chembur,900.0
1448,1,Apartment,554.0,Chembur,165.0
1455,3,Apartment,1320.0,Chembur,509.0
1458,2,Apartment,830.0,Chembur,270.0
1462,3,Apartment,1570.0,Chembur,575.0
1468,4,Apartment,2935.0,Chembur,1125.0
1469,3,Apartment,1952.0,Chembur,710.0
1470,4,Apartment,2935.0,Chembur,1125.0
1471,3,Apartment,1952.0,Chembur,710.0
1473,1,Apartment,430.0,Chembur,150.0
1474,1,Apartment,410.0,Chembur,120.0
1476,2,Apartment,853.0,Chembur,270.0
1479,5,Apartment,2700.0,Chembur,1034.0
1480,3,Apartment,1600.0,Chembur,632.0
1482,6,Apartment,3200.0,Chembur,960.0
1484,2,Apartment,722.0,Chembur,239.0
1485,1,Apartment,512.0,Chembur,159.0
1486,1,Apartment,455.0,Chembur,155.0
1487,3,Apartment,1115.0,Chembur,465.0
1488,2,Apartment,842.0,Chembur,356.0
1489,3,Apartment,1115.0,Chembur,465.0
1490,2,Apartment,842.0,Chembur,356.0
1491,3,Apartment,1115.0,Chembur,465.0
1492,2,Apartment,842.0,Chembur,356.0
1493,1,Apartment,580.0,Chembur,178.0
1494,1,Apartment,438.0,Chembur,134.0
1497,1,Apartment,675.0,Colaba,500.0
1498,3,Apartment,1050.0,Colaba,750.0
1499,4,Apartment,2977.0,Colaba,2381.0
1500,2,Apartment,1000.0,Colaba,650.0
1501,2,Apartment,990.0,Colaba,725.0
1502,3,Apartment,1250.0,Cuffe Parade,700.0
1503,3,Apartment,1200.0,Cuffe Parade,700.0
1504,3,Apartment,1155.0,Cuffe Parade,650.0
1505,3,Apartment,1155.0,Cuffe Parade,650.0
1506,3,Apartment,1500.0,Dadar East,719.0
1507,3,Apartment,964.0,Dadar East,540.0
1508,3,Apartment,964.0,Dadar East,540.0
1509,3,Apartment,949.0,Dadar East,515.0
1510,3,Apartment,949.0,Dadar East,515.0
1511,3,Apartment,964.0,Dadar East,540.0
1512,3,Apartment,964.0,Dadar East,540.0
1513,3,Apartment,949.0,Dadar East,515.0
1514,3,Apartment,949.0,Dadar East,515.0
1515,2,Apartment,769.0,Dadar East,353.0
1516,2,Apartment,769.0,Dadar East,353.0
1517,2,Apartment,767.0,Dadar East,352.0
1518,2,Apartment,767.0,Dadar East,352.0
1519,2,Apartment,769.0,Dadar East,353.0
1520,2,Apartment,769.0,Dadar East,353.0
1521,2,Apartment,767.0,Dadar East,352.0
1522,2,Apartment,767.0,Dadar East,352.0
1523,3,Apartment,1138.0,Dadar East,523.0
1524,3,Apartment,1138.0,Dadar East,523.0
1527,2,Apartment,750.0,Dadar East,340.0
1528,2,Apartment,750.0,Dadar East,340.0
1530,2,Apartment,905.0,Dadar West,476.0
1533,2,Apartment,905.0,Dadar West,476.0
1535,6,Apartment,2932.0,Dadar West,1550.0
1536,2,Apartment,905.0,Dadar West,476.0
1542,2,Apartment,905.0,Dadar West,476.0
1544,2,Apartment,740.0,Dadar West,425.0
1545,2,Apartment,925.0,Dadar West,500.0
1546,1,Apartment,430.0,Dadar West,240.0
1547,3,Apartment,1098.0,Dadar West,800.0
1548,3,Apartment,1106.0,Dahisar,260.0
1549,3,Apartment,1106.0,Dahisar,265.0
1559,2,Apartment,656.0,Dahisar,158.0
1560,3,Apartment,1106.0,Dahisar,260.0
1561,2,Apartment,704.0,Dahisar,199.0
1562,3,Apartment,1177.0,Dahisar,328.0
1563,3,Apartment,905.0,Dahisar,280.0
1564,3,Apartment,1218.0,Dahisar,374.0
1565,2,Apartment,706.0,Dahisar,169.0
1566,2,Apartment,798.0,Dahisar,190.0
1567,1,Apartment,374.0,Dahisar,92.0
1568,2,Apartment,780.0,Dahisar,200.0
1570,2,Apartment,650.0,Dahisar,157.0
1571,2,Apartment,1075.0,Dahisar,270.0
1573,2,Apartment,656.0,Dahisar,158.0
1574,3,Apartment,1106.0,Dahisar,260.0
1575,2,Apartment,704.0,Dahisar,199.0
1576,3,Apartment,1177.0,Dahisar,328.0
1577,3,Apartment,905.0,Dahisar,280.0
1578,3,Apartment,1218.0,Dahisar,374.0
1579,2,Apartment,706.0,Dahisar,169.0
1580,2,Apartment,798.0,Dahisar,190.0
1583,1,Apartment,450.0,Dahisar,102.0
1584,1,Apartment,470.0,Dahisar,99.0
1585,1,Apartment,460.0,Dahisar,96.29
1586,2,Apartment,637.0,Dahisar,147.0
1587,2,Apartment,624.0,Dahisar,144.0
1588,2,Apartment,637.0,Dahisar,147.0
1589,2,Apartment,624.0,Dahisar,144.0
1590,2,Apartment,637.0,Dahisar,147.0
1591,2,Apartment,623.0,Dahisar,144.0
1592,2,Apartment,624.0,Dahisar,144.0
1593,2,Apartment,623.0,Dahisar,144.0
1596,2,Apartment,647.0,Dahisar,147.0
1597,2,Apartment,647.0,Dahisar,147.0
1598,2,Apartment,695.0,Dahisar,159.0
1599,2,Apartment,695.0,Dahisar,159.0
1602,2,Apartment,701.0,Dahisar,159.0
1603,2,Apartment,701.0,Dahisar,159.0
1609,1,Apartment,525.0,Dahisar,112.0
1610,2,Apartment,675.0,Dahisar,162.0
1611,2,Apartment,685.0,Dahisar,164.0
1615,2,Apartment,675.0,Dahisar,162.0
